timestamp,city,date,bracket,action,entry_price,shares,cost,pnl,outcome,edge
2026-04-19T07:10:58.071Z,Taipei,2026-04-20,high,34C,BUY_NO,0.8950,5,4.47,1.0000,0.8950,0.1050,29.2,0.5,highest-temperature-in-taipei-on-april-20-2026
