timestamp,city,date,bracket,forecast_prob,market_price,edge,ensemble_mean,ensemble_std,members,action
2026-04-19T07:10:58.069Z,Taipei,2026-04-20,34C,1.0000,0.8950,0.1050,29.2,0.5,82,BUY_NO
